metric,n_samples,mean_observed,mean_predicted,bias_Mg_ha,R2,RMSE_Mg_ha,MAE_Mg_ha
regression_diagnostics,3167,142.48236025397452,163.79905262902815,21.316692375053634,0.3955587577955981,64.7454363434067,52.407109964169614
