province,total_area_ha,forest_area_2019_ha,forest_area_2023_ha,mean_agb_2019_Mg_ha,mean_agb_2023_Mg_ha,total_agb_2019_Mg,total_agb_2023_Mg,mean_co2_2019_Mg_ha,mean_co2_2023_Mg_ha,total_co2_2019_Mg,total_co2_2023_Mg
Chiang Mai,2212578.186610077,1515362.894090421,1652873.3964135062,168.45290745917828,173.25712354228116,1.9353092325172588E8,2.24681773083896E8,287.5032367731031,294.8954105447633,3.3030453651085114E8,3.8242356392238784E8
